trial,state,rmse,hidden,n_layers,lambda_phys,lambda_ic,lr,scheduler_gamma,scheduler_step
303,complete,3.464410156084341e-06,112,5,1.3692650173678358,2.78545622206683,0.006867956034386969,0.5965809151786767,4000
329,complete,3.1427753128809854e-06,96,5,4.841534328009115,7.467622558893464,0.007079164658303882,0.34112934535025297,2000
376,complete,1.0126447023139917e-06,128,5,7.401472126021954,4.088330543779985,0.005639261035809068,0.36505889649221257,2000
445,complete,2.9212071694928454e-06,96,4,3.468482770924,5.316547845263522,0.005560654522984886,0.553329151309203,1000
459,complete,6.195303740241798e-06,96,5,1.9259451874493294,2.8225213796670654,0.005237821066403993,0.35772806735468277,1000
521,complete,2.7360515559848864e-06,128,5,2.870605041558768,2.1436918995365692,0.006051368011898408,0.6003283511836192,1000
524,complete,2.4256951292045414e-07,128,4,3.1853056725629973,1.906081486435454,0.007567302468301831,0.6088785978352446,2000
526,complete,1.1645987569863792e-06,128,4,3.11926285753584,1.4774877220219678,0.007970346509561072,0.617325716750049,2000
529,complete,3.0908728376743966e-07,128,4,2.160950572815891,1.5445009256309157,0.0076469050534363325,0.6192162621237495,2000
540,complete,3.1585327064931334e-07,128,4,3.3515668637890403,2.57410025664734,0.00758496876339286,0.5998873349816052,4000
694,complete,1.5051185755510232e-06,128,5,5.478250252959722,3.377413668052286,0.005480949211481347,0.5897827559825725,2000
754,complete,3.1308823054132517e-06,128,5,5.32373412028475,4.7499732592834905,0.0061711497207287535,0.5512152582525708,2000
856,complete,7.219013014037046e-07,112,4,5.347381185507078,3.0758161422082386,0.009346015445826337,0.719838779409462,1000
877,complete,3.374540540335147e-07,128,4,3.6465395486028656,2.038620830786814,0.009757155247090313,0.6057922244824638,4000
932,complete,1.0746398260153e-07,128,4,3.775100750241886,5.508194702090789,0.0076432779204103785,0.5451558796602239,2000
948,complete,1.0951557669613976e-06,128,4,2.8631784270829312,2.338328395715933,0.006391038268976949,0.5520188385783105,2000
971,complete,3.011188880464033e-07,128,4,4.267256024738213,5.44392472792498,0.008433452770847767,0.6360554475584739,2000
